Inputs, Science, Cost
0,0,0,0,0,0,3,2,-1,-1,0.5459322925000001,4361.195490575229,
0,0,0,0,1,4,3,1,-1,-1,0.7113866111111111,2961.364550062791,
0,1,0,2,1,4,1,0,3,-1,0.7130823333333334,2152.064026443783,
0,0,1,0,1,4,1,-1,-1,-1,0.7338316111111112,1825.8476703658189,
0,0,0,0,0,1,-1,-1,-1,-1,0.7399155277777778,4361.195490575229,
0,0,0,0,1,4,3,-1,-1,-1,0.7113866111111111,2961.364550062791,
0,0,0,0,0,3,-1,-1,-1,-1,0.7687199444444446,3022.8447470397314,
0,1,2,2,1,4,3,1,-1,-1,0.726275777777778,1861.6381350013894,
0,1,1,0,0,1,4,-1,-1,-1,0.7650532777777779,2020.421757503332,
0,0,0,0,1,0,4,2,-1,-1,0.49776562583333334,4261.522719588609,
0,1,2,0,2,4,2,3,0,-1,0.7050271944444446,2068.675858329736,
0,0,0,0,0,1,-1,-1,-1,-1,0.7399155277777778,4361.195490575229,
0,0,1,0,1,4,3,-1,-1,-1,0.7338316111111112,1811.1835562951017,
0,0,0,0,0,1,-1,-1,-1,-1,0.7399155277777778,4361.195490575229,
0,1,2,1,3,4,1,0,3,-1,0.6908710833333334,2251.864097441608,
0,0,0,0,0,1,-1,-1,-1,-1,0.7399155277777778,4361.195490575229,
0,1,1,0,1,2,0,4,-1,-1,0.6964037758333333,3120.7857943304716,
0,1,0,2,0,4,0,2,-1,-1,0.6730767369444446,2903.1319816754585,
0,0,0,0,1,3,0,-1,-1,-1,0.7113866111111111,2982.4481367238755,
0,0,1,1,0,1,0,3,-1,-1,0.7508710833333334,2498.666426272797,
0,0,1,1,1,1,4,-1,-1,-1,0.6825821944444446,2437.6887025853102,
0,1,0,2,2,1,0,2,4,-1,0.6730767369444446,2372.8126198661807,
0,0,1,0,2,3,0,2,4,-1,0.7196754999999999,1924.760336896937,
0,0,0,0,0,4,-1,-1,-1,-1,0.7113866111111111,3020.2297678049003,
0,1,0,0,0,0,1,-1,-1,-1,0.5554377500000001,3579.424170127824,
0,1,1,1,1,0,4,-1,-1,-1,0.5912310555555557,2742.162991173771,
0,1,0,0,2,3,4,2,0,-1,0.7113866111111111,1837.9952574755807,
0,1,2,0,2,3,1,4,-1,-1,0.6825821944444446,2088.18822794016,
0,0,0,0,0,3,0,1,-1,-1,0.7687199444444446,3022.8447470397314,
